wikidata_id,phd_romance,phd_germanic,phd_slavic
Q967853,8.470592911130474,8.843649077393241,8.96136794264146
Q470674,8.617475299808042,9.267869252256917,8.660191580580038
Q78491,9.290446366325368,9.227794279679852,8.514159082964882
Q108260,8.600520852050225,8.832418835389252,8.950581092579258
Q1930187,9.967644829863449,10.3381535686099,9.094595734402176
Q170980,8.196936121513314,8.534082089832388,8.507247101347524
Q683,9.648811411384642,8.973364529375573,9.750884926806917
Q20823352,7.660469037286692,8.403146130820737,8.913568426478518
Q156137,8.733892355461277,9.570690493666174,8.510610307909987
Q36050,9.593462138069293,8.602412986203808,8.76273203492937
Q35856,7.821376013700416,8.163764608142822,7.58995586582231
Q203705,9.257195639746875,10.398597880581352,9.506817959569526
Q229121,7.790540355842323,8.027137621392772,8.08879002004913
Q29588607,9.068116916439253,9.332199316228884,8.191705191190902
Q79867,9.632300948519733,9.121704583135227,9.394670866343313
Q123102,8.484305372795587,8.842202143448493,8.807221513088656
Q37828,7.282604341800319,8.039668225440423,7.942215194111988
Q14334,9.127640531723994,9.383103865590314,9.270943548236048
Q654393,7.66434748523772,9.028706152035845,8.360409512114218
Q483639,8.759024564856627,9.739532797433434,9.069368271686622
Q188488,8.060250101463774,8.754584164485998,8.806484692037436
Q794,8.527175166154379,8.6538076413464,8.664131472210961
Q28450,9.100750000626208,8.994086223089589,9.564019599037328
Q60039,9.188270897274492,9.022349800366182,9.057668465640143
Q34417,9.444262183796823,9.628781033620378,8.45011060301482
Q189097,8.157332342673643,8.668776776126702,8.426641537500965
Q186277,8.211400951078033,8.895277249101039,8.46595787675598
Q407525,8.202127361823315,9.136352344365593,8.774358485023356
Q180326,6.735121328150812,7.860099686710736,7.535199228515369
Q393,8.708045967482393,8.553980114323908,9.555366338288888
Q37122,9.121539625224035,9.429200254824963,8.806866171106986
Q11628,6.966249104844717,7.7037867127897695,8.00444929803865
Q203684,8.107532547777488,8.95662634032523,8.797957213423837
Q37147,8.273457015214332,8.330036508453368,8.18191583710274
Q29213,8.069055736122317,8.012010385266235,8.621109905728591
Q102836,7.750964013626177,8.325653496345652,7.677063659503241
Q1617,7.819821327443266,8.550285570368722,8.075084196285417
Q484534,7.190812993647777,8.050435214650397,7.621640070841751
Q9310,7.633775622142113,8.02978985387779,7.3512712705175405
Q49081,9.225631934808897,9.504141893345064,8.806021038240951
Q11838,8.313407336025909,7.955249960055923,7.723086226452799
Q83471,8.426560654232672,9.526874325586913,8.744568852832161
Q41163,9.04845222216008,8.890914499385156,9.21524170398474
Q47871,8.616567214403718,8.780123906933234,8.117658459888123
Q68833,7.488417420275526,8.683296182645023,8.191326778288179
Q211584,7.9036555684204055,8.684971203168118,8.599245153607113
Q28692,8.271608278081192,8.125456413715863,8.575160474142246
Q27477249,8.365261576149079,9.127761205385786,9.582372392678135
Q178841,7.262904088571816,7.92417748578933,8.082767578421578
Q72334,10.183637823825173,9.318337616994217,8.78628852101157
Q378957,8.659042678517407,9.622570983785995,8.802750772399735
Q83478,8.95497556905687,10.411387455901105,8.800931603650241
Q153708,9.393899507561652,8.77781463596872,8.989790160665816
Q64,7.886281599227669,8.176911219732784,8.199143316894052
